61 79 68 81 63 P10
63 78 71 80 67 P10
62 77 77 78 69 P10
58 77 77 78 70 P10
59 77 75 79 66 P10
56 77 73 79 61 P10
61 77 75 79 68 P10
61 78 73 79 71 P10
61 78 68 79 66 P10
61 79 65 80 66 P10
62 78 69 80 69 P10
61 79 68 81 69 P10
61 79 64 81 67 P10
60 79 67 81 67 P10
60 80 75 83 75 P10
61 80 65 82 71 P10
61 79 61 80 75 P10
60 75 75 71 75 P10
60 65 79 77 75 P10
64 63 79 79 75 P10
65 70 79 75 74 P10
66 69 79 73 73 P10
67 63 79 69 77 P10
68 66 81 78 75 P10
67 67 79 76 76 P10
66 68 79 70 78 P10
67 67 80 65 77 P10
67 67 77 70 79 P10
64 70 75 81 79 P11
63 71 71 82 79 P11
65 71 76 83 75 P11
62 73 77 85 76 P11
62 73 75 84 77 P11
65 72 73 83 77 P11
65 70 70 82 81 P11
63 69 71 82 80 P11
65 68 70 82 81 P11
65 67 69 83 81 P11
64 66 67 85 79 P11
63 67 69 83 77 P11
63 69 73 83 80 P11
64 67 69 83 81 P11
58 69 64 82 81 P11
65 65 65 82 77 P11
59 69 68 82 83 P11
63 68 67 83 81 P11
64 69 75 82 82 P11
64 70 75 83 82 P11
65 69 77 83 82 P11
65 68 77 82 82 P11
65 69 75 82 81 P11
65 70 72 83 81 P11
65 68 71 83 82 P11
64 70 75 82 82 P11
65 67 73 82 83 P11
65 67 73 83 81 P11
65 68 75 83 81 P11
65 69 71 83 81 P11
65 69 71 83 81 P11
65 68 68 83 81 P11
64 69 72 83 82 P11
64 67 73 83 82 P11
65 68 70 83 81 P11
66 68 73 83 82 P11
65 69 77 83 82 P11
66 68 69 83 82 P11
71 68 71 78 79 P12
69 68 71 79 79 P12
69 68 70 79 79 P12
69 68 70 79 79 P12
66 63 69 80 79 P12
69 69 69 78 79 P12
70 70 71 79 80 P12
71 69 69 81 80 P12
69 69 65 80 79 P12
69 69 71 79 79 P12
67 67 58 77 79 P12
69 68 67 79 81 P12
71 67 72 81 81 P12
71 70 73 79 81 P12
70 67 71 77 81 P12
70 69 69 79 81 P12
71 67 69 80 81 P12
71 66 69 81 79 P12
69 64 69 80 77 P12
69 66 69 80 77 P12
69 65 71 79 77 P12
69 65 70 81 78 P12
70 65 69 81 80 P12
71 66 70 81 80 P12
70 66 69 81 80 P12
71 67 69 82 81 P12
71 67 72 83 79 P12
70 66 74 82 80 P12
70 66 73 81 79 P12
69 66 69 81 80 P12
71 69 69 81 80 P12
71 68 69 80 79 P12
71 68 69 80 79 P12
70 67 70 80 79 P12
70 66 69 80 79 P12
69 66 66 81 79 P12
69 66 67 81 79 P12
67 71 78 75 79 P13
67 71 77 76 79 P13
66 71 77 76 79 P13
66 71 77 75 79 P13
67 70 77 75 79 P13
67 67 77 77 82 P13
67 69 77 77 81 P13
67 70 78 76 79 P13
67 70 77 76 79 P13
63 66 75 79 83 P13
66 69 77 77 81 P13
68 72 77 77 80 P13
67 70 77 76 80 P13
65 69 76 77 81 P13
66 70 77 77 79 P13
67 69 77 76 79 P13
67 71 77 77 79 P13
67 71 77 77 79 P13
66 69 77 77 79 P13
66 69 77 76 80 P13
67 69 77 77 81 P13
67 69 77 77 80 P13
66 70 77 77 81 P13
65 69 77 77 81 P13
67 68 77 77 81 P13
67 69 77 77 80 P13
67 69 77 77 80 P13
67 70 77 77 80 P13
67 70 77 77 80 P13
67 69 77 77 80 P13
67 69 77 77 80 P13
66 68 77 76 81 P13
65 69 76 76 83 P13
67 69 77 76 80 P13
66 71 79 73 77 P13
66 69 79 75 77 P13
66 73 77 79 79 P13
